Region,Province,Municipality,2016-Registered_Voters,2016-Registered_Male,2016-Registered_Female,2016-Registered_17-19,2016-Registered_20-24,2016-Registered_25-29,2016-Registered_30-34,2016-Registered_35-39,2016-Registered_40-44,2016-Registered_45-49,2016-Registered_50-54,2016-Registered_55-59,2016-Registered_60-64,2016-Registered_65-Above,2016-Registered_Literacy,2016-Registered_Indigenous_People,2016-Registered_PWD,2016-Registered_Single,2016-Registered_Married,2016-Registered_Widow_ER,2016-Registered_Legally_Separated,Location,2019-Established_Precincts,2019-Clustered_Precincts,2019-Registered_Voters,2019-Registered_Male,2019-Registered_Female,2019-Actual_Voters,2019-Actual_Voters_Male,2019-Actual_Voters_Female,2019-Total_Voters_Turnout,2019-Male_Voters_Turnout,2019-Female_Voters_Turnout
ARMM,MAGUINDANAO,PAGLAT,8386.0,4593.0,3793.0,324.0,2441.0,1336.0,992.0,783.0,723.0,547.0,360.0,227.0,204.0,449.0,57.08,0.0,0.0,3200.0,4972.0,179.0,35.0,"PAGLAT, MAGUINDANAO, ARMM",61,14,9843,5277,4566,8548,4598,3950,86.84,87.13,86.51
ARMM,MAGUINDANAO,PANDAG,6985.0,3613.0,3372.0,127.0,1454.0,1139.0,904.0,771.0,705.0,579.0,438.0,320.0,215.0,333.0,15.35,0.0,10.0,2291.0,4525.0,136.0,33.0,"PANDAG, MAGUINDANAO, ARMM",68,18,12330,6359,5971,12016,6185,5831,97.45,97.26,97.66
ARMM,MAGUINDANAO,PARANG,39982.0,20190.0,19792.0,5102.0,7432.0,5013.0,4443.0,3897.0,3737.0,2951.0,2261.0,1735.0,1305.0,2106.0,33.35,0.0,43.0,15039.0,23327.0,1357.0,259.0,"PARANG, MAGUINDANAO, ARMM",242,58,44457,22525,21932,29083,14795,14288,65.42,65.68,65.15
ARMM,MAGUINDANAO,RAJAH BUAYAN,9269.0,5178.0,4091.0,1198.0,1865.0,1241.0,994.0,892.0,940.0,648.0,589.0,312.0,263.0,327.0,30.84,0.0,7.0,3217.0,5839.0,161.0,52.0,"RAJAH BUAYAN, MAGUINDANAO, ARMM",69,15,10807,5905,4902,8566,4678,3888,79.26,79.22,79.31
ARMM,MAGUINDANAO,SHARIFF AGUAK (MAGANOY),12635.0,6559.0,6076.0,328.0,2436.0,2006.0,1628.0,1378.0,1196.0,1110.0,836.0,604.0,411.0,702.0,32.17,0.0,18.0,3773.0,8484.0,276.0,102.0,"SHARIFF AGUAK (MAGANOY), MAGUINDANAO, ARMM",111,25,16248,8477,7771,10519,5475,5044,64.74,64.59,64.91
ARMM,MAGUINDANAO,SHARIFF SAYDONA MUSTAPHA,6616.0,3511.0,3105.0,1033.0,1257.0,855.0,704.0,672.0,611.0,472.0,401.0,223.0,180.0,208.0,31.18,0.0,5.0,2380.0,4093.0,112.0,31.0,"SHARIFF SAYDONA MUSTAPHA, MAGUINDANAO, ARMM",65,16,7821,4128,3693,5873,3127,2746,75.09,75.75,74.36
ARMM,MAGUINDANAO,SOUTH UPI,20802.0,11711.0,9091.0,1102.0,3759.0,3256.0,2698.0,2180.0,2107.0,1718.0,1379.0,1007.0,715.0,881.0,28.68,0.0,32.0,5492.0,14824.0,401.0,85.0,"SOUTH UPI, MAGUINDANAO, ARMM",145,33,25971,14487,11484,16160,8643,7517,62.22,59.66,65.46
ARMM,MAGUINDANAO,SULTAN KUDARAT (NULING),44719.0,22334.0,22385.0,5865.0,8068.0,5529.0,5202.0,4512.0,4375.0,3270.0,2683.0,1879.0,1394.0,1942.0,24.09,0.0,50.0,16319.0,26657.0,1436.0,307.0,"SULTAN KUDARAT (NULING), MAGUINDANAO, ARMM",306,71,51554,25626,25928,44642,22046,22596,86.59,86.03,87.15
ARMM,MAGUINDANAO,SULTAN MASTURA,12899.0,6701.0,6198.0,2170.0,2264.0,1566.0,1454.0,1227.0,1249.0,915.0,687.0,491.0,366.0,510.0,36.06,0.0,13.0,4453.0,8015.0,326.0,105.0,"SULTAN MASTURA, MAGUINDANAO, ARMM",88,20,15345,7876,7469,11395,5810,5585,74.26,73.77,74.78
ARMM,MAGUINDANAO,SULTAN SA BARONGIS (LAMBAYONG),10267.0,5542.0,4725.0,227.0,2006.0,1515.0,1273.0,1143.0,1108.0,1053.0,666.0,513.0,304.0,459.0,21.45,0.0,5.0,3090.0,6858.0,262.0,57.0,"SULTAN SA BARONGIS (LAMBAYONG), MAGUINDANAO, ARMM",86,19,13994,7572,6422,8561,4790,3771,61.18,63.26,58.72
ARMM,MAGUINDANAO,TALAYAN,9821.0,5321.0,4500.0,1243.0,2175.0,1338.0,1096.0,983.0,944.0,653.0,519.0,287.0,272.0,311.0,21.78,0.0,17.0,3669.0,5846.0,235.0,71.0,"TALAYAN, MAGUINDANAO, ARMM",74,19,11377,6133,5244,11011,5917,5094,96.78,96.48,97.14
ARMM,MAGUINDANAO,TALITAY,8875.0,4893.0,3982.0,438.0,2648.0,1245.0,948.0,801.0,785.0,612.0,424.0,313.0,222.0,439.0,35.1,0.0,9.0,3727.0,5000.0,124.0,24.0,"TALITAY, MAGUINDANAO, ARMM",57,15,10172,5686,4486,5763,3270,2493,56.66,57.51,55.57
ARMM,MAGUINDANAO,UPI,32035.0,17197.0,14838.0,3268.0,5653.0,4590.0,3939.0,3299.0,3003.0,2435.0,1953.0,1452.0,1129.0,1314.0,25.59,0.0,110.0,9038.0,22034.0,883.0,80.0,"UPI, MAGUINDANAO, ARMM",206,51,38108,20328,17780,25227,13312,11915,66.2,65.49,67.01
ARMM,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),4172.0,2145.0,2027.0,313.0,832.0,609.0,547.0,477.0,420.0,291.0,215.0,173.0,129.0,166.0,39.07,0.0,1.0,1342.0,2656.0,120.0,54.0,"HADJI PANGLIMA TAHIL (MARUNGGAS), SULU, ARMM",35,7,4152,2099,2053,3666,2088,1578,88.29,99.48,76.86
ARMM,SULU,INDANAN,31011.0,15175.0,15836.0,5731.0,5972.0,3784.0,3173.0,2835.0,2697.0,1950.0,1680.0,1119.0,924.0,1146.0,42.97,0.0,54.0,13327.0,16480.0,964.0,240.0,"INDANAN, SULU, ARMM",197,50,31801,15537,16264,26113,12918,13195,82.11,83.14,81.13
ARMM,SULU,JOLO,41683.0,19534.0,22149.0,4612.0,7685.0,5351.0,4655.0,4159.0,4030.0,3117.0,2635.0,2114.0,1564.0,1761.0,29.97,0.0,94.0,18005.0,21531.0,1730.0,417.0,"JOLO, SULU, ARMM",290,62,50272,23624,26648,29490,13956,15534,58.66,59.08,58.29
ARMM,SULU,KALINGALAN CALUANG,12160.0,5911.0,6249.0,476.0,2652.0,1497.0,1430.0,1206.0,1372.0,1089.0,809.0,572.0,445.0,612.0,17.97,0.0,12.0,4575.0,7095.0,413.0,77.0,"KALINGALAN CALUANG, SULU, ARMM",101,21,15320,7498,7822,11570,5606,5964,75.52,74.77,76.25
ARMM,SULU,LUGUS,13213.0,6866.0,6347.0,902.0,3266.0,2023.0,1565.0,1334.0,1078.0,835.0,716.0,505.0,387.0,602.0,64.48,0.0,14.0,5520.0,7330.0,280.0,83.0,"LUGUS, SULU, ARMM",115,25,15346,8122,7224,11680,5880,5800,76.11,72.4,80.29
ARMM,SULU,LUUK,19546.0,9582.0,9964.0,3874.0,3876.0,2393.0,2048.0,1888.0,1656.0,1187.0,1006.0,565.0,474.0,579.0,45.11,0.0,17.0,8335.0,10316.0,772.0,123.0,"LUUK, SULU, ARMM",119,27,19496,9653,9843,18789,9218,9571,96.37,95.49,97.24
ARMM,SULU,MAIMBUNG,24748.0,11721.0,13027.0,1186.0,6813.0,3757.0,2825.0,2408.0,2090.0,1642.0,1369.0,988.0,678.0,992.0,39.91,0.0,112.0,10999.0,12784.0,784.0,181.0,"MAIMBUNG, SULU, ARMM",191,47,27704,13251,14453,26634,12691,13943,96.14,95.77,96.47
ARMM,SULU,OLD PANAMAO,12651.0,5978.0,6673.0,110.0,2633.0,1764.0,1561.0,1352.0,1413.0,1124.0,938.0,626.0,505.0,625.0,21.78,0.0,16.0,4344.0,7694.0,547.0,66.0,"OLD PANAMAO, SULU, ARMM",147,32,15183,7304,7879,10152,4878,5274,66.86,66.79,66.94
ARMM,SULU,OMAR,12141.0,5868.0,6273.0,834.0,2701.0,1471.0,1343.0,1210.0,1291.0,1042.0,812.0,509.0,360.0,568.0,42.0,0.0,23.0,4310.0,7327.0,405.0,99.0,"OMAR, SULU, ARMM",92,19,14874,7254,7620,8202,3980,4222,55.14,54.87,55.41
ARMM,SULU,PANDAMI,12132.0,5653.0,6479.0,1643.0,2678.0,1545.0,1444.0,1079.0,973.0,737.0,714.0,449.0,411.0,459.0,32.06,0.0,88.0,4446.0,7301.0,311.0,74.0,"PANDAMI, SULU, ARMM",102,24,15660,7574,8086,12065,5888,6177,77.04,77.74,76.39
ARMM,SULU,PANGLIMA ESTINO (NEW PANAMAO),6183.0,2717.0,3466.0,877.0,1255.0,690.0,686.0,631.0,660.0,419.0,411.0,178.0,188.0,188.0,24.0,0.0,14.0,2272.0,3589.0,275.0,47.0,"PANGLIMA ESTINO (NEW PANAMAO), SULU, ARMM",75,16,8360,3887,4473,5827,2759,3068,69.7,70.98,68.59
ARMM,SULU,PANGUTARAN,15290.0,7315.0,7975.0,790.0,3320.0,2112.0,1936.0,1625.0,1600.0,1302.0,867.0,625.0,462.0,651.0,28.47,0.0,33.0,4726.0,10052.0,418.0,94.0,"PANGUTARAN, SULU, ARMM",109,24,17826,8688,9138,11416,5369,6047,64.04,61.8,66.17
ARMM,SULU,PARANG,23361.0,10753.0,12608.0,3144.0,4482.0,2955.0,2661.0,2140.0,2200.0,1601.0,1506.0,891.0,840.0,941.0,32.58,0.0,22.0,8971.0,13582.0,644.0,164.0,"PARANG, SULU, ARMM",166,44,25138,11698,13440,16747,8864,7883,66.62,75.77,58.65
ARMM,SULU,PATA,4430.0,1984.0,2446.0,820.0,843.0,523.0,417.0,393.0,400.0,279.0,267.0,139.0,142.0,207.0,16.64,0.0,2.0,1487.0,2751.0,165.0,27.0,"PATA, SULU, ARMM",54,16,7489,3570,3919,6339,2997,3342,84.64,83.95,85.28
ARMM,SULU,PATIKUL,29047.0,13774.0,15273.0,4530.0,5466.0,3449.0,3013.0,2673.0,3000.0,2172.0,1927.0,1093.0,856.0,868.0,34.05,0.0,40.0,10966.0,16757.0,1092.0,232.0,"PATIKUL, SULU, ARMM",216,47,32541,15508,17033,28529,13412,15117,87.67,86.48,88.75
ARMM,SULU,SIASI,22560.0,9929.0,12631.0,2550.0,4293.0,2801.0,2523.0,2125.0,2142.0,1610.0,1376.0,942.0,935.0,1263.0,20.92,0.0,56.0,8570.0,12766.0,926.0,298.0,"SIASI, SULU, ARMM",225,56,28850,13057,15793,19427,9145,10282,67.34,70.04,65.1
ARMM,SULU,TALIPAO,21017.0,9722.0,11295.0,486.0,5028.0,3158.0,2700.0,2014.0,2170.0,1642.0,1396.0,862.0,643.0,918.0,31.57,0.0,11.0,7650.0,12641.0,606.0,120.0,"TALIPAO, SULU, ARMM",166,53,26088,12407,13681,24515,11530,12985,93.97,92.93,94.91
ARMM,SULU,TAPUL,7905.0,3894.0,4011.0,183.0,1835.0,1168.0,984.0,789.0,752.0,617.0,476.0,359.0,286.0,456.0,32.62,0.0,27.0,2800.0,4797.0,244.0,64.0,"TAPUL, SULU, ARMM",54,16,7562,3685,3877,4287,2021,2266,56.69,54.84,58.45
ARMM,SULU,TONGKIL,11293.0,5763.0,5530.0,382.0,2564.0,1559.0,1524.0,1219.0,1137.0,869.0,743.0,467.0,331.0,498.0,15.65,0.0,18.0,3596.0,7269.0,340.0,88.0,"TONGKIL, SULU, ARMM",77,19,12573,6486,6087,10333,5298,5035,82.18,81.68,82.72
ARMM,TAWI-TAWI,BONGAO,47661.0,22424.0,25237.0,7151.0,8766.0,6441.0,5533.0,4338.0,4220.0,3244.0,2626.0,1901.0,1614.0,1827.0,52.92,0.0,211.0,16911.0,28446.0,1781.0,523.0,"BONGAO, TAWI-TAWI, ARMM",335,85,58188,27857,30331,44488,20772,23716,76.46,74.57,78.19
ARMM,TAWI-TAWI,LANGUYAN,15541.0,9256.0,6285.0,905.0,3738.0,2516.0,1977.0,1583.0,1309.0,1035.0,819.0,562.0,434.0,663.0,57.85,0.0,16.0,6026.0,9026.0,353.0,136.0,"LANGUYAN, TAWI-TAWI, ARMM",116,32,17770,11005,6765,17181,10577,6604,96.69,96.11,97.62
ARMM,TAWI-TAWI,MAPUN (CAGAYAN DE TAWI-TAWI),15250.0,7662.0,7588.0,2165.0,2406.0,1969.0,1726.0,1515.0,1249.0,1089.0,900.0,728.0,614.0,889.0,53.23,0.0,87.0,5243.0,9345.0,552.0,110.0,"MAPUN (CAGAYAN DE TAWI-TAWI), TAWI-TAWI, ARMM",99,22,17415,8836,8579,12895,6337,6558,74.05,71.72,76.44
ARMM,TAWI-TAWI,PANGLIMA SUGALA (BALIMBING),17747.0,9873.0,7874.0,2431.0,3849.0,2408.0,2108.0,1664.0,1602.0,1131.0,992.0,526.0,495.0,541.0,39.36,0.0,145.0,6159.0,11033.0,429.0,126.0,"PANGLIMA SUGALA (BALIMBING), TAWI-TAWI, ARMM",104,28,17838,9629,8209,16334,8639,7695,91.57,89.72,93.74
ARMM,TAWI-TAWI,SAPA-SAPA,13370.0,6897.0,6473.0,2291.0,2784.0,1613.0,1473.0,1213.0,1094.0,812.0,653.0,462.0,403.0,572.0,49.04,0.0,56.0,5822.0,6977.0,457.0,114.0,"SAPA-SAPA, TAWI-TAWI, ARMM",87,26,14706,7655,7051,12847,6629,6218,87.36,86.6,88.19
ARMM,TAWI-TAWI,SIBUTU,15399.0,7768.0,7631.0,2302.0,2710.0,1967.0,1712.0,1531.0,1308.0,1030.0,884.0,662.0,533.0,760.0,48.61,0.0,72.0,5852.0,9003.0,428.0,116.0,"SIBUTU, TAWI-TAWI, ARMM",95,23,16601,8445,8156,12963,6402,6561,78.09,75.81,80.44
ARMM,TAWI-TAWI,SIMUNUL,12332.0,6166.0,6166.0,1831.0,2036.0,1506.0,1406.0,1086.0,1083.0,765.0,770.0,573.0,524.0,752.0,55.08,0.0,229.0,5320.0,6608.0,335.0,69.0,"SIMUNUL, TAWI-TAWI, ARMM",81,23,13900,7016,6884,10676,5206,5470,76.81,74.2,79.46
ARMM,TAWI-TAWI,SITANGKAI,19423.0,10297.0,9126.0,3036.0,3769.0,2640.0,2317.0,1813.0,1663.0,1281.0,982.0,673.0,645.0,604.0,38.66,0.0,73.0,6873.0,11943.0,447.0,160.0,"SITANGKAI, TAWI-TAWI, ARMM",125,29,23323,12393,10930,13949,7107,6842,59.81,57.35,62.6
ARMM,TAWI-TAWI,SOUTH UBIAN,11244.0,5834.0,5410.0,726.0,2310.0,1451.0,1353.0,1111.0,945.0,732.0,682.0,607.0,476.0,851.0,47.44,0.0,9.0,5056.0,5618.0,489.0,81.0,"SOUTH UBIAN, TAWI-TAWI, ARMM",83,31,12503,6516,5987,11260,5864,5396,90.06,89.99,90.13
ARMM,TAWI-TAWI,TANDUBAS,10743.0,5450.0,5293.0,2097.0,1955.0,1273.0,1217.0,955.0,799.0,619.0,541.0,415.0,339.0,533.0,72.39,0.0,33.0,4721.0,5690.0,269.0,63.0,"TANDUBAS, TAWI-TAWI, ARMM",74,23,12299,6306,5993,10019,4833,5186,81.46,76.64,86.53
ARMM,TAWI-TAWI,TURTLE ISLANDS,5169.0,3055.0,2114.0,330.0,1122.0,821.0,640.0,515.0,495.0,377.0,332.0,249.0,142.0,146.0,49.66,0.0,4.0,1823.0,3200.0,102.0,44.0,"TURTLE ISLANDS, TAWI-TAWI, ARMM",31,7,5876,3468,2408,3359,1866,1493,57.16,53.81,62.0
CAR,ABRA,BANGUED,27162.0,13383.0,13779.0,1322.0,3966.0,3706.0,3217.0,2981.0,2420.0,2183.0,2042.0,1790.0,1409.0,2126.0,99.28,0.0,101.0,13801.0,12754.0,557.0,50.0,"BANGUED, ABRA, CAR",185,45,32247,15822,16425,28050,14104,13946,86.98,89.14,84.91
CAR,ABRA,BOLINEY,2790.0,1449.0,1341.0,298.0,420.0,336.0,326.0,253.0,240.0,215.0,188.0,156.0,107.0,251.0,98.1,1044.0,98.0,1327.0,1320.0,143.0,0.0,"BOLINEY, ABRA, CAR",18,9,2965,1536,1429,2725,1435,1290,91.91,93.42,90.27
CAR,ABRA,BUCAY,11456.0,5810.0,5646.0,521.0,1674.0,1612.0,1295.0,1142.0,950.0,958.0,800.0,739.0,589.0,1176.0,98.5,0.0,242.0,5524.0,5567.0,349.0,16.0,"BUCAY, ABRA, CAR",79,23,12861,6511,6350,10499,5419,5080,81.63,83.23,80.0
CAR,ABRA,BUCLOC,1895.0,1004.0,891.0,206.0,287.0,231.0,176.0,160.0,139.0,138.0,148.0,124.0,75.0,211.0,99.1,40.0,90.0,965.0,872.0,57.0,1.0,"BUCLOC, ABRA, CAR",15,4,2014,1067,947,1674,874,800,83.12,81.91,84.48
CAR,ABRA,DAGUIOMAN,1291.0,709.0,582.0,119.0,173.0,157.0,125.0,118.0,98.0,126.0,72.0,95.0,79.0,129.0,97.06,450.0,33.0,591.0,651.0,48.0,1.0,"DAGUIOMAN, ABRA, CAR",9,4,1391,761,630,1223,676,547,87.92,88.83,86.83
CAR,ABRA,DANGLAS,2888.0,1411.0,1477.0,277.0,392.0,355.0,312.0,246.0,250.0,223.0,196.0,193.0,139.0,305.0,99.48,0.0,60.0,1392.0,1367.0,120.0,9.0,"DANGLAS, ABRA, CAR",24,7,3231,1597,1634,2884,1437,1447,89.26,89.98,88.56
CAR,ABRA,DOLORES,7218.0,3635.0,3583.0,873.0,1030.0,880.0,753.0,661.0,614.0,540.0,514.0,421.0,325.0,607.0,99.06,0.0,68.0,3249.0,3696.0,259.0,14.0,"DOLORES, ABRA, CAR",55,16,8365,4185,4180,7185,3595,3590,85.89,85.9,85.89
CAR,ABRA,LA PAZ,9018.0,4600.0,4418.0,1008.0,1275.0,1062.0,969.0,813.0,740.0,740.0,646.0,533.0,433.0,799.0,98.16,0.0,140.0,4222.0,4489.0,304.0,3.0,"LA PAZ, ABRA, CAR",77,16,10168,5181,4987,9546,4876,4670,93.88,94.11,93.64
CAR,ABRA,LACUB,2700.0,1492.0,1208.0,378.0,432.0,385.0,286.0,226.0,244.0,176.0,151.0,129.0,99.0,194.0,93.22,865.0,47.0,1296.0,1347.0,50.0,7.0,"LACUB, ABRA, CAR",21,9,2956,1631,1325,2338,1258,1080,79.09,77.13,81.51
CAR,ABRA,LAGANGILANG,8717.0,4489.0,4228.0,981.0,1209.0,1090.0,964.0,729.0,684.0,612.0,617.0,568.0,438.0,825.0,98.49,0.0,110.0,4355.0,4116.0,235.0,11.0,"LAGANGILANG, ABRA, CAR",61,18,10001,5130,4871,8183,4257,3926,81.82,82.98,80.6
CAR,ABRA,LAGAYAN,2816.0,1404.0,1412.0,314.0,398.0,323.0,278.0,251.0,222.0,201.0,212.0,179.0,142.0,296.0,99.43,449.0,115.0,1358.0,1318.0,133.0,7.0,"LAGAYAN, ABRA, CAR",23,5,3144,1572,1572,2516,1284,1232,80.03,81.68,78.37
CAR,ABRA,LANGIDEN,2736.0,1389.0,1347.0,352.0,441.0,350.0,289.0,223.0,200.0,203.0,203.0,170.0,117.0,188.0,97.73,388.0,19.0,1385.0,1214.0,134.0,3.0,"LANGIDEN, ABRA, CAR",20,6,2922,1472,1450,2393,1229,1164,81.9,83.49,80.28
CAR,ABRA,LICUAN-BAAY (LICUAN),4194.0,2347.0,1847.0,496.0,710.0,540.0,435.0,380.0,319.0,320.0,303.0,225.0,148.0,318.0,98.24,1.0,109.0,2221.0,1879.0,86.0,8.0,"LICUAN-BAAY (LICUAN), ABRA, CAR",32,11,4385,2426,1959,3499,1973,1526,79.79,81.33,77.9
CAR,ABRA,LUBA,4312.0,2310.0,2002.0,490.0,626.0,497.0,427.0,404.0,347.0,338.0,305.0,245.0,216.0,417.0,97.56,0.0,82.0,1895.0,2286.0,123.0,8.0,"LUBA, ABRA, CAR",35,12,4898,2634,2264,4028,2179,1849,82.24,82.73,81.67
CAR,ABRA,MALIBCONG,2856.0,1563.0,1293.0,299.0,430.0,362.0,235.0,251.0,227.0,237.0,198.0,199.0,121.0,297.0,95.55,2.0,129.0,1345.0,1412.0,96.0,3.0,"MALIBCONG, ABRA, CAR",22,12,3042,1663,1379,2541,1407,1134,83.53,84.61,82.23
CAR,ABRA,MANABO,7154.0,3681.0,3473.0,775.0,968.0,798.0,804.0,671.0,608.0,541.0,500.0,466.0,350.0,673.0,97.54,0.0,232.0,3597.0,3367.0,181.0,9.0,"MANABO, ABRA, CAR",63,14,8167,4194,3973,7050,3733,3317,86.32,89.01,83.49
CAR,ABRA,PEÑARRUBIA,4655.0,2255.0,2400.0,577.0,718.0,589.0,492.0,412.0,368.0,375.0,313.0,263.0,210.0,338.0,98.5,724.0,44.0,2268.0,2252.0,128.0,7.0,"PEÑARRUBIA, ABRA, CAR",32,9,5063,2468,2595,4218,2119,2099,83.31,85.86,80.89
CAR,ABRA,PIDIGAN,7980.0,3997.0,3983.0,964.0,1231.0,996.0,905.0,703.0,649.0,592.0,565.0,449.0,346.0,580.0,98.42,0.0,53.0,3646.0,4113.0,200.0,21.0,"PIDIGAN, ABRA, CAR",53,16,9266,4650,4616,7892,4009,3883,85.17,86.22,84.12
CAR,ABRA,PILAR,6843.0,3560.0,3283.0,283.0,1018.0,891.0,784.0,711.0,546.0,539.0,509.0,486.0,375.0,701.0,99.72,0.0,28.0,3323.0,3400.0,118.0,2.0,"PILAR, ABRA, CAR",49,20,7628,3978,3650,6427,3413,3014,84.26,85.8,82.58
CAR,ABRA,SALLAPADAN,4855.0,2572.0,2283.0,237.0,667.0,684.0,536.0,467.0,369.0,347.0,348.0,341.0,259.0,600.0,98.29,58.0,115.0,2547.0,2185.0,108.0,15.0,"SALLAPADAN, ABRA, CAR",33,9,5198,2758,2440,4178,2276,1902,80.38,82.52,77.95
CAR,ABRA,SAN ISIDRO,3063.0,1590.0,1473.0,136.0,425.0,357.0,342.0,299.0,238.0,268.0,273.0,212.0,150.0,363.0,99.41,0.0,37.0,1478.0,1515.0,68.0,2.0,"SAN ISIDRO, ABRA, CAR",22,9,3326,1704,1622,2739,1411,1328,82.35,82.81,81.87
CAR,ABRA,SAN JUAN,6657.0,3393.0,3264.0,321.0,1009.0,906.0,786.0,630.0,544.0,509.0,432.0,438.0,335.0,747.0,97.99,271.0,177.0,3144.0,3139.0,370.0,4.0,"SAN JUAN, ABRA, CAR",49,19,7735,3970,3765,6154,3225,2929,79.56,81.23,77.8
CAR,ABRA,SAN QUINTIN,4166.0,2126.0,2040.0,171.0,648.0,644.0,468.0,377.0,299.0,353.0,312.0,292.0,235.0,367.0,98.87,0.0,55.0,2219.0,1878.0,64.0,5.0,"SAN QUINTIN, ABRA, CAR",28,7,4518,2321,2197,3727,1924,1803,82.49,82.9,82.07
CAR,ABRA,TAYUM,9285.0,4711.0,4574.0,477.0,1397.0,1224.0,1105.0,947.0,734.0,719.0,634.0,616.0,466.0,966.0,98.99,0.0,65.0,4737.0,4148.0,391.0,9.0,"TAYUM, ABRA, CAR",69,14,10465,5284,5181,8739,4340,4399,83.51,82.13,84.91
CAR,ABRA,TINEG,2865.0,1549.0,1316.0,144.0,472.0,457.0,300.0,290.0,252.0,217.0,200.0,180.0,120.0,233.0,94.45,84.0,21.0,1425.0,1313.0,120.0,7.0,"TINEG, ABRA, CAR",23,13,3131,1683,1448,2318,1258,1060,74.03,74.75,73.2
CAR,ABRA,TUBO,3378.0,1856.0,1522.0,97.0,496.0,480.0,347.0,304.0,264.0,251.0,277.0,287.0,182.0,393.0,98.13,4.0,48.0,1386.0,1865.0,125.0,2.0,"TUBO, ABRA, CAR",28,12,3601,1984,1617,2969,1684,1285,82.45,84.88,79.47
CAR,ABRA,VILLAVICIOSA,4018.0,2144.0,1874.0,191.0,608.0,468.0,436.0,393.0,304.0,316.0,308.0,269.0,190.0,535.0,95.3,0.0,89.0,1879.0,1995.0,142.0,2.0,"VILLAVICIOSA, ABRA, CAR",31,9,4370,2322,2048,3586,1943,1643,82.06,83.68,80.22
CAR,APAYAO,CALANASAN (BAYAG),7296.0,3872.0,3424.0,274.0,1202.0,1087.0,911.0,746.0,617.0,607.0,515.0,429.0,310.0,598.0,93.16,0.0,56.0,3047.0,4059.0,181.0,9.0,"CALANASAN (BAYAG), APAYAO, CAR",53,20,8243,4405,3838,6784,3686,3098,82.3,83.68,80.72
CAR,APAYAO,CONNER,12961.0,6754.0,6207.0,362.0,1998.0,2049.0,1490.0,1372.0,1260.0,1076.0,1023.0,850.0,570.0,911.0,99.16,0.0,30.0,4882.0,7671.0,403.0,5.0,"CONNER, APAYAO, CAR",94,29,15644,8168,7476,12640,6492,6148,80.8,79.48,82.24
CAR,APAYAO,FLORA,9490.0,4926.0,4564.0,222.0,1246.0,1277.0,1151.0,1062.0,989.0,843.0,727.0,690.0,499.0,784.0,99.06,0.0,65.0,3159.0,6022.0,307.0,2.0,"FLORA, APAYAO, CAR",65,18,11074,5654,5420,8344,4274,4070,75.35,75.59,75.09
CAR,APAYAO,KABUGAO,9998.0,5247.0,4751.0,372.0,1399.0,1381.0,1174.0,1132.0,930.0,812.0,798.0,644.0,473.0,883.0,98.91,0.0,28.0,5343.0,4368.0,269.0,18.0,"KABUGAO, APAYAO, CAR",72,27,11155,5824,5331,7908,4386,3522,70.89,75.31,66.07
CAR,APAYAO,LUNA,10250.0,5200.0,5050.0,269.0,1433.0,1307.0,1098.0,1068.0,1000.0,1001.0,869.0,688.0,485.0,1032.0,97.93,0.0,152.0,3764.0,6198.0,274.0,14.0,"LUNA, APAYAO, CAR",79,23,11616,5843,5773,9221,4650,4571,79.38,79.58,79.18
CAR,APAYAO,PUDTOL,7720.0,3979.0,3741.0,223.0,1154.0,1051.0,931.0,800.0,789.0,674.0,595.0,502.0,360.0,641.0,97.36,0.0,212.0,2965.0,4529.0,212.0,14.0,"PUDTOL, APAYAO, CAR",58,22,9065,4662,4403,6979,3640,3339,76.99,78.08,75.83
CAR,APAYAO,SANTA MARCELA,7152.0,3653.0,3499.0,179.0,957.0,949.0,813.0,864.0,733.0,641.0,536.0,480.0,381.0,619.0,99.8,0.0,45.0,2466.0,4468.0,209.0,9.0,"SANTA MARCELA, APAYAO, CAR",54,13,7946,4069,3877,6553,3433,3120,82.47,84.37,80.47
CAR,BENGUET,ATOK,10427.0,5527.0,4900.0,363.0,1544.0,1600.0,1302.0,1092.0,934.0,862.0,849.0,673.0,477.0,731.0,99.57,1477.0,12.0,4342.0,5777.0,295.0,13.0,"ATOK, BENGUET, CAR",74,27,11364,5979,5385,9154,4907,4247,80.55,82.07,78.87
CAR,BENGUET,BAGUIO CITY,147794.0,65687.0,82107.0,3696.0,19483.0,20518.0,18038.0,16264.0,13312.0,13675.0,12476.0,10470.0,8151.0,11711.0,99.95,0.0,208.0,70741.0,72693.0,3750.0,610.0,"BAGUIO CITY, BENGUET, CAR",971,230,164125,73241,90884,113899,50877,63022,69.4,69.47,69.34
CAR,BENGUET,BAKUN,9074.0,5003.0,4071.0,335.0,1485.0,1473.0,1055.0,932.0,846.0,758.0,654.0,523.0,352.0,661.0,96.33,2923.0,32.0,3716.0,5173.0,179.0,6.0,"BAKUN, BENGUET, CAR",60,21,9856,5391,4465,8042,4435,3607,81.59,82.27,80.78
CAR,BENGUET,BOKOD,9025.0,4738.0,4287.0,921.0,1366.0,1153.0,939.0,714.0,707.0,789.0,762.0,619.0,395.0,660.0,99.81,440.0,15.0,4047.0,4658.0,299.0,21.0,"BOKOD, BENGUET, CAR",59,21,9973,5239,4734,8124,4314,3810,81.46,82.34,80.48
