Region,Province,Municipality,2016-Registered_Voters,2016-Registered_Male,2016-Registered_Female,2016-Registered_17-19,2016-Registered_20-24,2016-Registered_25-29,2016-Registered_30-34,2016-Registered_35-39,2016-Registered_40-44,2016-Registered_45-49,2016-Registered_50-54,2016-Registered_55-59,2016-Registered_60-64,2016-Registered_65-Above,2016-Registered_Literacy,2016-Registered_Indigenous_People,2016-Registered_PWD,2016-Registered_Single,2016-Registered_Married,2016-Registered_Widow_ER,2016-Registered_Legally_Separated,Location,2019-Established_Precincts,2019-Clustered_Precincts,2019-Registered_Voters,2019-Registered_Male,2019-Registered_Female,2019-Actual_Voters,2019-Actual_Voters_Male,2019-Actual_Voters_Female,2019-Total_Voters_Turnout,2019-Male_Voters_Turnout,2019-Female_Voters_Turnout
REGION II,ISABELA,DINAPIGUE,4479.0,2641.0,1838.0,234.0,758.0,694.0,554.0,491.0,403.0,355.0,307.0,240.0,169.0,274.0,99.15,0.0,19.0,1826.0,2493.0,147.0,13.0,"DINAPIGUE, ISABELA, REGION II",29,9,4923,2836,2087,3403,1834,1569,69.12,64.67,75.18
REGION II,ISABELA,DIVILACAN,3321.0,1847.0,1474.0,196.0,607.0,476.0,373.0,348.0,334.0,292.0,223.0,136.0,128.0,208.0,96.27,0.0,23.0,1449.0,1826.0,44.0,2.0,"DIVILACAN, ISABELA, REGION II",27,12,3958,2216,1742,2973,1486,1487,75.11,67.06,85.36
REGION II,ISABELA,ECHAGUE,46702.0,23585.0,23117.0,2129.0,7350.0,6552.0,5031.0,4682.0,4176.0,3995.0,3663.0,3261.0,2572.0,3291.0,99.98,0.0,75.0,19638.0,26194.0,844.0,26.0,"ECHAGUE, ISABELA, REGION II",310,84,54715,27649,27066,42908,22016,20892,78.42,79.63,77.19
REGION II,ISABELA,GAMU,17338.0,8593.0,8745.0,2045.0,2709.0,1933.0,1902.0,1670.0,1592.0,1522.0,1364.0,1033.0,703.0,865.0,99.59,0.0,75.0,7170.0,9841.0,311.0,16.0,"GAMU, ISABELA, REGION II",128,26,19382,9619,9763,14981,7463,7518,77.29,77.59,77.01
REGION II,ISABELA,ILAGAN,88413.0,43298.0,45115.0,9814.0,13855.0,11136.0,9748.0,8816.0,8284.0,7232.0,6353.0,5136.0,3628.0,4411.0,99.81,0.0,367.0,36885.0,49964.0,1488.0,76.0,"ILAGAN, ISABELA, REGION II",582,141,98565,48283,50282,73948,37112,36836,75.02,76.86,73.26
REGION II,ISABELA,JONES,26572.0,13298.0,13274.0,2535.0,3650.0,2996.0,2677.0,2487.0,2560.0,2353.0,2125.0,1790.0,1343.0,2056.0,99.75,0.0,46.0,8967.0,17087.0,496.0,22.0,"JONES, ISABELA, REGION II",209,53,30263,15214,15049,23359,12021,11338,77.19,79.01,75.34
REGION II,ISABELA,LUNA,12387.0,6225.0,6162.0,454.0,1708.0,1643.0,1406.0,1431.0,1149.0,1154.0,1026.0,859.0,633.0,924.0,99.59,0.0,14.0,5056.0,7105.0,216.0,10.0,"LUNA, ISABELA, REGION II",97,23,13756,6894,6862,11330,5831,5499,82.36,84.58,80.14
REGION II,ISABELA,MACONACON,2403.0,1291.0,1112.0,68.0,382.0,316.0,238.0,244.0,228.0,214.0,198.0,181.0,103.0,231.0,95.92,23.0,44.0,917.0,1429.0,53.0,4.0,"MACONACON, ISABELA, REGION II",19,10,2907,1544,1363,2224,1169,1055,76.5,75.71,77.4
REGION II,ISABELA,MALLIG,17344.0,8868.0,8476.0,1796.0,2681.0,2128.0,1894.0,1673.0,1588.0,1453.0,1337.0,1058.0,778.0,958.0,99.86,0.0,29.0,6647.0,10386.0,294.0,17.0,"MALLIG, ISABELA, REGION II",115,30,19782,10025,9757,15153,7893,7260,76.6,78.73,74.41
REGION II,ISABELA,NAGUILIAN,18352.0,9156.0,9196.0,1993.0,2766.0,2217.0,1896.0,1804.0,1753.0,1605.0,1409.0,1075.0,782.0,1052.0,99.58,0.0,34.0,6849.0,11106.0,387.0,10.0,"NAGUILIAN, ISABELA, REGION II",130,34,20979,10439,10540,16027,8114,7913,76.4,77.73,75.08
REGION II,ISABELA,PALANAN,9550.0,5037.0,4513.0,501.0,1684.0,1299.0,909.0,866.0,940.0,846.0,700.0,597.0,443.0,765.0,98.9,0.0,64.0,4149.0,5247.0,146.0,8.0,"PALANAN, ISABELA, REGION II",70,19,11682,6237,5445,8515,4445,4070,72.89,71.27,74.75
REGION II,ISABELA,QUEZON,13583.0,6955.0,6628.0,460.0,2036.0,1981.0,1505.0,1443.0,1266.0,1205.0,1115.0,927.0,714.0,931.0,99.94,0.0,33.0,4613.0,8658.0,286.0,26.0,"QUEZON, ISABELA, REGION II",92,24,16786,8591,8195,12879,6690,6189,76.72,77.87,75.52
REGION II,ISABELA,QUIRINO,14257.0,7274.0,6983.0,354.0,1939.0,1998.0,1641.0,1570.0,1378.0,1347.0,1166.0,945.0,703.0,1216.0,99.41,0.0,155.0,4983.0,8959.0,304.0,11.0,"QUIRINO, ISABELA, REGION II",96,27,16190,8324,7866,13361,6750,6611,82.53,81.09,84.05
REGION II,ISABELA,RAMON,28668.0,14291.0,14377.0,2772.0,4240.0,3378.0,3326.0,2785.0,2735.0,2517.0,2217.0,1794.0,1293.0,1611.0,99.97,0.0,40.0,10936.0,17063.0,651.0,18.0,"RAMON, ISABELA, REGION II",198,43,33436,16630,16806,26227,13272,12955,78.44,79.81,77.09
REGION II,ISABELA,REINA MERCEDES,13745.0,6970.0,6775.0,484.0,2054.0,1905.0,1581.0,1451.0,1353.0,1230.0,1085.0,904.0,687.0,1011.0,99.48,0.0,51.0,5202.0,8081.0,461.0,1.0,"REINA MERCEDES, ISABELA, REGION II",91,24,16294,8183,8111,12772,6576,6196,78.38,80.36,76.39
REGION II,ISABELA,ROXAS,33539.0,16481.0,17058.0,3304.0,4964.0,4150.0,3866.0,3451.0,3284.0,2908.0,2373.0,1995.0,1413.0,1831.0,99.62,0.0,43.0,13809.0,19208.0,454.0,68.0,"ROXAS, ISABELA, REGION II",255,52,38708,19014,19694,30287,15433,14854,78.24,81.17,75.42
REGION II,ISABELA,SAN AGUSTIN,13108.0,6685.0,6423.0,341.0,1628.0,1717.0,1257.0,1281.0,1276.0,1270.0,1187.0,984.0,798.0,1369.0,99.9,0.0,42.0,4088.0,8719.0,288.0,13.0,"SAN AGUSTIN, ISABELA, REGION II",86,25,15161,7769,7392,11580,5961,5619,76.38,76.73,76.01
REGION II,ISABELA,SAN GUILLERMO,10356.0,5373.0,4983.0,1030.0,1564.0,1370.0,1271.0,1079.0,1074.0,865.0,694.0,491.0,354.0,564.0,98.86,0.0,37.0,3331.0,6821.0,200.0,4.0,"SAN GUILLERMO, ISABELA, REGION II",77,28,12337,6440,5897,9671,5115,4556,78.39,79.43,77.26
REGION II,ISABELA,SAN ISIDRO,13803.0,7037.0,6766.0,1622.0,2065.0,1512.0,1466.0,1375.0,1297.0,1225.0,987.0,849.0,623.0,782.0,99.9,3.0,27.0,4998.0,8470.0,320.0,15.0,"SAN ISIDRO, ISABELA, REGION II",89,22,15506,7843,7663,12995,6698,6297,83.81,85.4,82.17
REGION II,ISABELA,SAN MANUEL,18727.0,9516.0,9211.0,1978.0,2792.0,2220.0,2053.0,1888.0,1771.0,1687.0,1393.0,1159.0,779.0,1007.0,98.87,0.0,95.0,6878.0,11587.0,255.0,7.0,"SAN MANUEL, ISABELA, REGION II",118,31,21484,10882,10602,17369,9062,8307,80.85,83.28,78.35
REGION II,ISABELA,SAN MARIANO,28562.0,14397.0,14165.0,3442.0,4715.0,3832.0,3269.0,2788.0,2753.0,2238.0,2030.0,1434.0,982.0,1079.0,99.69,7.0,139.0,11326.0,16724.0,504.0,8.0,"SAN MARIANO, ISABELA, REGION II",184,51,32280,16364,15916,26006,13332,12674,80.56,81.47,79.63
REGION II,ISABELA,SAN MATEO,31992.0,15445.0,16547.0,2586.0,4207.0,3693.0,3519.0,3114.0,3103.0,3048.0,2640.0,2224.0,1629.0,2229.0,99.91,0.0,59.0,11486.0,19878.0,588.0,40.0,"SAN MATEO, ISABELA, REGION II",271,54,37671,18339,19332,30686,15547,15139,81.46,84.78,78.31
REGION II,ISABELA,SAN PABLO,14309.0,7055.0,7254.0,743.0,2362.0,2017.0,1624.0,1485.0,1272.0,1133.0,1071.0,943.0,680.0,979.0,98.38,0.0,29.0,6457.0,7671.0,174.0,7.0,"SAN PABLO, ISABELA, REGION II",98,25,16206,7968,8238,12526,6126,6400,77.29,76.88,77.69
REGION II,ISABELA,SANTA MARIA,14361.0,7189.0,7172.0,2121.0,2363.0,1762.0,1479.0,1250.0,1163.0,1081.0,945.0,780.0,604.0,813.0,99.81,0.0,52.0,6232.0,7831.0,281.0,17.0,"SANTA MARIA, ISABELA, REGION II",92,24,16731,8454,8277,13599,6789,6810,81.28,80.31,82.28
REGION II,ISABELA,SANTO TOMAS,14475.0,7183.0,7292.0,648.0,2174.0,2267.0,1585.0,1398.0,1215.0,1195.0,1164.0,923.0,721.0,1185.0,99.87,0.0,12.0,6103.0,7809.0,555.0,8.0,"SANTO TOMAS, ISABELA, REGION II",96,30,16274,8079,8195,11545,5852,5693,70.94,72.43,69.47
REGION II,ISABELA,TUMAUINI,37884.0,18624.0,19260.0,3818.0,6123.0,5161.0,4580.0,3941.0,3328.0,2842.0,2642.0,2029.0,1435.0,1985.0,98.85,0.0,143.0,15177.0,22209.0,485.0,13.0,"TUMAUINI, ISABELA, REGION II",258,61,43125,21270,21855,32521,16369,16152,75.41,76.96,73.91
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,5479.0,2897.0,2582.0,205.0,901.0,850.0,704.0,589.0,547.0,438.0,390.0,306.0,181.0,368.0,95.98,0.0,29.0,2240.0,3097.0,136.0,6.0,"ALFONSO CASTANEDA, NUEVA VIZCAYA, REGION II",37,9,6030,3211,2819,4338,2281,2057,71.94,71.04,72.97
REGION II,NUEVA VIZCAYA,AMBAGUIO,5541.0,2938.0,2603.0,236.0,1001.0,987.0,727.0,619.0,486.0,413.0,318.0,295.0,176.0,283.0,94.12,1089.0,188.0,2450.0,3004.0,77.0,10.0,"AMBAGUIO, NUEVA VIZCAYA, REGION II",42,14,6800,3603,3197,5609,3001,2608,82.49,83.29,81.58
REGION II,NUEVA VIZCAYA,ARITAO,20707.0,10016.0,10691.0,626.0,2847.0,2818.0,2497.0,2192.0,1913.0,1764.0,1653.0,1483.0,1183.0,1731.0,99.88,1.0,69.0,7274.0,12556.0,850.0,27.0,"ARITAO, NUEVA VIZCAYA, REGION II",127,35,23405,11405,12000,17706,8734,8972,75.65,76.58,74.77
REGION II,NUEVA VIZCAYA,BAGABAG,18251.0,8853.0,9398.0,1596.0,2541.0,2076.0,1950.0,1721.0,1742.0,1628.0,1529.0,1261.0,940.0,1267.0,99.68,11.0,100.0,7076.0,10595.0,569.0,11.0,"BAGABAG, NUEVA VIZCAYA, REGION II",142,30,20473,9959,10514,15690,7712,7978,76.64,77.44,75.88
REGION II,NUEVA VIZCAYA,BAMBANG,29781.0,14498.0,15283.0,928.0,4042.0,4283.0,3517.0,3230.0,2866.0,2644.0,2252.0,1980.0,1622.0,2417.0,99.55,0.0,74.0,11281.0,17664.0,796.0,40.0,"BAMBANG, NUEVA VIZCAYA, REGION II",181,49,32599,15902,16697,24636,12353,12283,75.57,77.68,73.56
REGION II,NUEVA VIZCAYA,BAYOMBONG,30322.0,14372.0,15950.0,880.0,4133.0,3984.0,3462.0,3269.0,2789.0,2653.0,2434.0,2173.0,1784.0,2761.0,99.59,66.0,57.0,11898.0,17563.0,827.0,34.0,"BAYOMBONG, NUEVA VIZCAYA, REGION II",206,46,34173,16140,18033,26320,12578,13742,77.02,77.93,76.2
REGION II,NUEVA VIZCAYA,DIADI,9867.0,5059.0,4808.0,858.0,1516.0,1315.0,1152.0,980.0,942.0,778.0,743.0,607.0,412.0,564.0,99.23,217.0,76.0,3696.0,5721.0,407.0,43.0,"DIADI, NUEVA VIZCAYA, REGION II",71,20,11149,5724,5425,8604,4504,4100,77.17,78.69,75.58
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,14406.0,7232.0,7174.0,1376.0,2076.0,1827.0,1597.0,1336.0,1348.0,1184.0,1153.0,909.0,640.0,960.0,98.85,0.0,168.0,5153.0,8657.0,584.0,12.0,"DUPAX DEL NORTE, NUEVA VIZCAYA, REGION II",100,26,16575,8299,8276,13083,6676,6407,78.93,80.44,77.42
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,11232.0,5880.0,5352.0,1148.0,1763.0,1415.0,1226.0,1108.0,1070.0,941.0,841.0,625.0,421.0,674.0,99.35,0.0,59.0,4798.0,6206.0,196.0,32.0,"DUPAX DEL SUR, NUEVA VIZCAYA, REGION II",82,22,12978,6770,6208,10217,5330,4887,78.73,78.73,78.72
REGION II,NUEVA VIZCAYA,KASIBU,19677.0,10569.0,9108.0,635.0,3219.0,3302.0,2634.0,2207.0,1785.0,1560.0,1369.0,1112.0,832.0,1022.0,99.71,0.0,363.0,7536.0,11803.0,310.0,28.0,"KASIBU, NUEVA VIZCAYA, REGION II",135,39,22720,12213,10507,17440,9351,8089,76.76,76.57,76.99
REGION II,NUEVA VIZCAYA,KAYAPA,12516.0,6625.0,5891.0,1174.0,2021.0,1713.0,1475.0,1189.0,1122.0,1013.0,930.0,753.0,503.0,623.0,95.53,0.0,101.0,4903.0,7328.0,273.0,12.0,"KAYAPA, NUEVA VIZCAYA, REGION II",94,35,14889,7921,6968,12376,6577,5799,83.12,83.03,83.22
